id,umur_kendaraan,jarak_tempuh_tahun,frekuensi_servis_tahun,km_oli,km_rem,km_busi,km_ban,kelas,created_at,updated_at,jumlah_komponen_km_servis,jenis_kendaraan,riwayat_perawatan,jumlah_keluhan,riwayat_kecelakaan,kondisi_rem,kondisi_ban,kondisi_aki,Need_Maintenance,jenis_servis_oli,jenis_servis_rem,jenis_servis_busi,jenis_servis_ban,jenis_servis_tertinggi,komponen_perlu_servis
865,1,15800,2,2020,7140,14020,33660,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Baik,4,1,Aus,Baik,Baru,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem"
1024,9,20610,4,3030,9630,38110,35330,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Buruk,3,1,Aus,Baru,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem, aki"
810,2,11650,2,1685,8095,6835,14055,Perlu Servis,2026-07-02 02:26:05,2026-07-02 02:26:05,3,mobil,Baik,4,1,Baik,Baru,Baru,1,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, busi"
1009,7,21864,2,3372,7312,38764,17392,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Baik,5,1,Aus,Aus,Baru,1,Servis 10.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 20.000 KM,Servis 40.000 KM,"oli, rem, ban"
916,1,42133,5,3161,11631,10037,19921,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,truk,Baik,3,1,Baru,Baru,Baik,0,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,oli
970,11,15655,3,2315,14365,34655,11715,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,truk,Cukup,0,1,Baru,Baru,Baru,0,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 20.000 KM,Servis 40.000 KM,oli
854,2,25770,6,4113,14531,9983,24739,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Buruk,3,0,Aus,Aus,Baik,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, rem, ban"
1026,3,13774,4,1802,7842,21674,12622,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Buruk,1,1,Aus,Baik,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 20.000 KM,Servis 40.000 KM,"oli, rem, aki"
1027,10,14768,2,2164,36292,7488,36904,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Cukup,0,2,Baru,Aus,Baru,0,Servis 10.000 KM,Servis 40.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, ban"
877,1,24560,4,3664,12168,5424,18392,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Cukup,1,2,Baru,Aus,Baru,0,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi, ban"
939,11,24158,4,3634,11314,7478,12574,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Baik,3,2,Baru,Aus,Lemah,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi, ban, aki"
848,4,21390,5,3291,12017,7781,19873,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Buruk,5,1,Baik,Baik,Baru,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi"
871,3,20180,3,2842,9654,16222,13526,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Cukup,3,1,Baik,Baik,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, aki"
1001,9,25152,0,3996,7416,8232,36856,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,3,mobil,Buruk,4,3,Baik,Aus,Baik,1,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem, busi, ban"
1017,2,28700,2,1600,9100,31200,14100,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Cukup,1,2,Aus,Baik,Baik,1,Servis 10.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 20.000 KM,Servis 40.000 KM,"oli, rem"
816,4,16030,3,2507,10609,9037,18921,Perlu Servis,2026-07-02 02:26:05,2026-07-02 02:26:05,2,mobil,Baik,5,2,Baru,Aus,Lemah,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi, ban, aki"
848,4,21390,5,3291,12017,7781,19873,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Cukup,2,2,Aus,Aus,Baik,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi, rem, ban"
1019,4,14661,5,1953,8263,7101,43431,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,3,mobil,Cukup,3,1,Aus,Baru,Baik,1,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 60.000 KM,Servis 60.000 KM,"oli, rem, busi"
1026,3,13774,4,1802,7842,21674,12622,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Baik,4,0,Baik,Baik,Baru,1,Servis 10.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 20.000 KM,Servis 40.000 KM,"oli, rem"
982,1,26299,3,12769,9417,12259,21447,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,mobil,Cukup,0,1,Baru,Baru,Baru,0,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,rem
808,4,10190,5,1411,7257,6101,12433,Perlu Servis,2026-07-02 02:26:05,2026-07-02 02:26:05,3,truk,Buruk,4,2,Baik,Baru,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, busi, aki"
935,9,20610,4,3030,9630,38110,35330,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Buruk,2,1,Baik,Aus,Baik,1,Servis 10.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem, ban"
1014,10,24525,1,3825,8575,11525,19825,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Buruk,3,1,Aus,Baik,Baik,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem"
864,4,15070,6,1883,6721,13653,32849,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Buruk,1,3,Aus,Aus,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem, ban, aki"
979,9,47622,4,3674,8154,11158,19014,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Buruk,5,0,Baik,Baik,Baru,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem"
810,2,11650,2,1685,8095,6835,14055,Perlu Servis,2026-07-02 02:26:05,2026-07-02 02:26:05,3,mobil,Buruk,5,2,Aus,Baik,Baru,1,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, busi"
990,9,15395,3,2335,24005,15195,27935,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,mobil,Baik,2,0,Baru,Aus,Baru,0,Servis 10.000 KM,Servis 40.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, ban"
948,11,14141,5,1993,22579,10781,19873,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,mobil,Cukup,1,2,Baik,Aus,Baru,0,Servis 10.000 KM,Servis 40.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 40.000 KM,"oli, ban"
867,3,17260,4,2294,7978,14754,10282,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Buruk,3,2,Aus,Aus,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, ban, aki"
875,3,23100,2,3390,11330,17690,16770,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,truk,Baik,4,3,Baru,Baik,Baik,1,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,oli
865,1,15800,2,2020,7140,14020,33660,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Buruk,2,1,Baru,Aus,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem, ban, aki"
878,2,25290,5,3801,12587,5791,19203,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Cukup,3,3,Baru,Baik,Baru,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi"
858,2,10690,5,1061,16207,11451,27983,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,mobil,Baik,1,3,Baik,Baru,Baik,1,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,oli
973,3,18316,0,2768,15628,8956,14148,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Buruk,4,0,Baik,Baik,Baik,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi"
955,7,20350,4,3050,27150,13350,25550,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,truk,Buruk,2,2,Aus,Baru,Lemah,1,Servis 10.000 KM,Servis 40.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem, aki"
865,1,15800,2,2020,7140,14020,33660,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Baik,4,1,Baik,Aus,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem, ban, aki"
969,10,14768,2,2164,36292,7488,36904,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Buruk,3,0,Baik,Baik,Lemah,1,Servis 10.000 KM,Servis 40.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, aki"
978,8,22751,3,3523,7733,10791,72821,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Baik,1,0,Aus,Aus,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis Besar,Servis Besar,"oli, rem, ban, aki"
907,3,13774,4,1802,7842,21674,12622,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Baik,0,1,Baik,Baik,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 20.000 KM,Servis 40.000 KM,"oli, rem, aki"
1017,2,28700,2,1600,9100,31200,14100,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Cukup,1,2,Baik,Baik,Baik,1,Servis 10.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 20.000 KM,Servis 40.000 KM,"oli, rem"
843,3,17740,5,2606,9922,5946,15818,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,3,mobil,Baik,5,3,Baik,Aus,Baik,1,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, busi, ban"
973,3,18316,0,2768,15628,8956,14148,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Baik,4,1,Baik,Baru,Baru,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi"
996,4,20717,5,7927,15311,6397,32801,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Buruk,1,0,Baik,Aus,Baik,0,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, ban"
822,2,20410,4,3329,13123,11239,23787,Layak,2026-07-02 02:26:05,2026-07-02 02:26:05,1,truk,Buruk,3,2,Aus,Baik,Baru,1,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem"
944,7,41017,5,4389,13419,9313,16629,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Buruk,1,0,Aus,Baik,Lemah,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi, rem, aki"
1008,5,25305,5,3765,30295,11505,23165,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,mobil,Baik,0,0,Baru,Baru,Baik,0,Servis 10.000 KM,Servis 40.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,oli
853,1,25040,5,3976,14112,9616,23928,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Buruk,3,2,Baik,Baru,Baik,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi"
908,4,14661,5,1953,8263,7101,43431,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,3,mobil,Buruk,2,3,Baru,Baik,Baru,1,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 60.000 KM,Servis 60.000 KM,"oli, rem, busi"
867,3,17260,4,2294,7978,14754,10282,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Baik,0,3,Aus,Baik,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, aki"
1014,10,24525,1,3825,8575,11525,19825,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Cukup,0,3,Aus,Aus,Baik,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, ban"
837,1,13360,4,1784,7408,16744,10952,Perlu Servis,2026-07-02 02:26:05,2026-07-02 02:26:05,2,truk,Baik,0,3,Baik,Baru,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, aki"
1011,11,12627,3,9337,15841,13707,28031,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,truk,Cukup,0,2,Baru,Baru,Baru,0,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,oli
939,11,24158,4,3634,11314,7478,12574,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Buruk,5,2,Aus,Baru,Baru,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi, rem"
909,5,34412,2,2104,8684,7468,14244,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,3,mobil,Baik,2,2,Aus,Baru,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, busi, aki"
1010,7,12107,1,1711,12681,6387,34471,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Buruk,5,1,Baru,Aus,Baru,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, ban"
846,2,19930,3,3017,11179,7047,18251,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Baik,0,3,Aus,Baik,Baik,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi, rem"
1002,11,26039,3,4147,7837,8599,11667,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,3,truk,Cukup,3,0,Baru,Aus,Baru,1,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, busi, ban"
969,10,14768,2,2164,36292,7488,36904,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Baik,4,1,Baik,Aus,Lemah,1,Servis 10.000 KM,Servis 40.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, ban, aki"
989,8,14508,2,6548,12364,14828,27124,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,truk,Buruk,0,2,Baik,Aus,Lemah,1,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, ban, aki"
818,2,17490,5,2781,11447,9771,20543,Perlu Servis,2026-07-02 02:26:05,2026-07-02 02:26:05,2,mobil,Cukup,4,3,Aus,Baik,Lemah,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, rem, aki"
